"","ID_03","ID_05","ID_06","ID_07","ID_08","ID_09","ID_10","ID_10_CONFIRM","ID_10_CORRECTED","food","EXP25","EXP26"
"45",215,1027,80,16,6,2,3,1,NA,"flour",7,1
"46",215,1027,80,16,6,2,3,1,NA,"bread",0,NA
"47",210,1028,80,16,6,2,3,1,NA,"flour",1,1
"48",210,1028,80,16,6,2,3,1,NA,"bread",0,NA
"49",214,1029,80,16,6,2,3,1,NA,"flour",5,1
"50",214,1029,80,16,6,2,3,1,NA,"bread",0,NA
"51",215,1030,80,16,6,2,3,1,NA,"flour",0,NA
"52",215,1030,80,16,6,2,3,1,NA,"bread",0,NA
"53",210,1033,100,16,6,2,3,1,NA,"flour",2,5
"54",210,1033,100,16,6,2,3,1,NA,"bread",1,5
"55",227,1034,100,16,6,2,3,1,NA,"flour",2,1
"56",227,1034,100,16,6,2,3,1,NA,"bread",0,NA
"57",210,1035,100,16,6,2,3,1,NA,"flour",2,1
"58",210,1035,100,16,6,2,3,1,NA,"bread",0,NA
"59",226,1036,100,16,6,2,3,1,NA,"flour",7,5
"60",226,1036,100,16,6,2,3,1,NA,"bread",0,NA
"61",211,1037,100,16,6,2,3,1,NA,"flour",7,1
"62",211,1037,100,16,6,2,3,1,NA,"bread",0,NA
"63",226,1039,100,16,6,2,3,1,NA,"flour",1,1
"64",226,1039,100,16,6,2,3,1,NA,"bread",0,NA
"65",210,1040,100,16,6,2,3,1,NA,"flour",3,5
"66",210,1040,100,16,6,2,3,1,NA,"bread",0,NA
"67",222,1041,107,4,6,2,3,1,NA,"flour",7,5
"68",222,1041,107,4,6,2,3,1,NA,"bread",0,NA
"69",239,1042,107,4,6,2,3,1,NA,"flour",2,5
"70",239,1042,107,4,6,2,3,1,NA,"bread",2,5
"71",218,1043,107,4,6,2,3,1,NA,"flour",2,1
"72",218,1043,107,4,6,2,3,1,NA,"bread",0,NA
"73",225,1044,107,4,6,2,3,1,NA,"flour",7,5
"74",225,1044,107,4,6,2,3,1,NA,"bread",0,NA
"75",229,1045,107,4,6,2,3,1,NA,"flour",2,1
"76",229,1045,107,4,6,2,3,1,NA,"bread",0,NA
"77",239,1046,107,4,6,2,3,1,NA,"flour",7,1
"78",239,1046,107,4,6,2,3,1,NA,"bread",0,NA
"79",225,1047,107,4,6,2,3,1,NA,"flour",3,5
"80",225,1047,107,4,6,2,3,1,NA,"bread",2,5
"81",231,1048,107,4,6,2,3,1,NA,"flour",3,5
"82",231,1048,107,4,6,2,3,1,NA,"bread",0,NA
"83",239,1049,107,4,6,2,3,1,NA,"flour",2,1
"84",239,1049,107,4,6,2,3,1,NA,"bread",0,NA
"85",213,1051,126,20,4,2,3,1,NA,"flour",2,5
"86",213,1051,126,20,4,2,3,1,NA,"bread",0,NA
"87",234,1052,126,20,4,2,3,1,NA,"flour",2,5
"88",234,1052,126,20,4,2,3,1,NA,"bread",3,5
"89",213,1053,126,20,4,2,3,1,NA,"flour",7,1
"90",213,1053,126,20,4,2,3,1,NA,"bread",0,NA
"91",234,1054,126,20,4,2,3,1,NA,"flour",3,1
"92",234,1054,126,20,4,2,3,1,NA,"bread",3,5
"93",202,1056,16,20,4,2,3,1,NA,"flour",1,5
"94",202,1056,16,20,4,2,3,1,NA,"bread",2,5
"95",213,1057,16,20,4,2,3,1,NA,"flour",6,5
"96",213,1057,16,20,4,2,3,1,NA,"bread",0,NA
"97",202,1058,16,20,4,2,3,1,NA,"flour",4,5
"98",202,1058,16,20,4,2,3,1,NA,"bread",2,5
"99",242,1059,16,20,4,2,3,1,NA,"flour",5,5
"100",242,1059,16,20,4,2,3,1,NA,"bread",0,NA
"101",242,1060,16,20,4,2,3,1,NA,"flour",2,1
"102",242,1060,16,20,4,2,3,1,NA,"bread",0,NA
"103",224,1061,67,20,4,2,3,1,NA,"flour",2,5
"104",224,1061,67,20,4,2,3,1,NA,"bread",0,NA
"105",242,1063,67,20,4,2,3,1,NA,"flour",6,5
"106",242,1063,67,20,4,2,3,1,NA,"bread",0,NA
"107",242,1064,67,20,4,2,3,1,NA,"flour",1,5
"108",242,1064,67,20,4,2,3,1,NA,"bread",0,NA
"109",224,1065,67,20,4,2,3,1,NA,"flour",2,5
"110",224,1065,67,20,4,2,3,1,NA,"bread",0,NA
"111",202,1066,67,20,4,2,3,1,NA,"flour",1,1
"112",202,1066,67,20,4,2,3,1,NA,"bread",0,NA
"113",242,1067,67,20,4,2,3,1,NA,"flour",0,NA
"114",242,1067,67,20,4,2,3,1,NA,"bread",0,NA
"115",224,1068,67,20,4,2,3,1,NA,"flour",3,5
"116",224,1068,67,20,4,2,3,1,NA,"bread",0,NA
"117",202,1070,67,20,4,2,3,1,NA,"flour",1,5
"118",202,1070,67,20,4,2,3,1,NA,"bread",0,NA
"119",224,1071,71,20,4,2,3,1,NA,"flour",1,5
"120",224,1071,71,20,4,2,3,1,NA,"bread",0,NA
"121",234,1072,71,20,4,2,3,1,NA,"flour",0,NA
"122",234,1072,71,20,4,2,3,1,NA,"bread",0,NA
"123",224,1073,71,20,4,2,3,1,NA,"flour",4,5
"124",224,1073,71,20,4,2,3,1,NA,"bread",0,NA
"125",234,1074,71,20,4,2,3,1,NA,"flour",1,5
"126",234,1074,71,20,4,2,3,1,NA,"bread",1,5
"127",224,1075,71,20,4,2,3,1,NA,"flour",1,5
"128",224,1075,71,20,4,2,3,1,NA,"bread",0,NA
"129",243,1077,11,25,4,2,3,1,NA,"flour",3,1
"130",243,1077,11,25,4,2,3,1,NA,"bread",0,NA
"131",216,1078,11,25,4,2,3,1,NA,"flour",0,NA
"132",216,1078,11,25,4,2,3,1,NA,"bread",0,NA
"133",243,1079,3,20,4,2,3,1,NA,"flour",1,5
"134",243,1079,3,20,4,2,3,1,NA,"bread",0,NA
"135",216,1080,11,25,4,2,3,1,NA,"flour",1,5
"136",216,1080,11,25,4,2,3,1,NA,"bread",0,NA
"137",228,1081,3,20,4,2,3,1,NA,"flour",0,NA
"138",228,1081,3,20,4,2,3,1,NA,"bread",0,NA
"139",212,1084,47,25,4,2,3,1,NA,"flour",3,5
"140",212,1084,47,25,4,2,3,1,NA,"bread",0,NA
"141",212,1086,47,25,4,2,3,1,NA,"flour",7,5
"142",212,1086,47,25,4,2,3,1,NA,"bread",1,5
"143",228,1087,47,25,4,2,3,1,NA,"flour",1,5
"144",228,1087,47,25,4,2,3,1,NA,"bread",0,NA
"145",240,1088,47,25,4,2,3,1,NA,"flour",0,NA
"146",240,1088,47,25,4,2,3,1,NA,"bread",0,NA
"147",212,1090,47,25,4,2,3,1,NA,"flour",1,5
"148",212,1090,47,25,4,2,3,1,NA,"bread",0,NA
"149",240,1091,47,25,4,2,3,1,NA,"flour",4,5
"150",240,1091,47,25,4,2,3,1,NA,"bread",0,NA
"151",240,1093,47,25,4,2,3,1,NA,"flour",5,6
"152",240,1093,47,25,4,2,3,1,NA,"bread",0,NA
"153",220,1094,47,25,4,2,3,1,NA,"flour",3,5
"154",220,1094,47,25,4,2,3,1,NA,"bread",0,NA
"155",220,1095,47,25,4,2,3,1,NA,"flour",1,5
"156",220,1095,47,25,4,2,3,1,NA,"bread",0,NA
"157",243,1097,110,26,4,2,3,1,NA,"flour",0,NA
"158",243,1097,110,26,4,2,3,1,NA,"bread",0,NA
"159",216,1098,110,26,4,2,3,1,NA,"flour",7,1
"160",216,1098,110,26,4,2,3,1,NA,"bread",0,NA
"161",216,1100,110,26,4,2,3,1,NA,"flour",7,1
"162",216,1100,110,26,4,2,3,1,NA,"bread",0,NA
"163",243,1101,72,26,4,2,3,1,NA,"flour",7,1
"164",243,1101,72,26,4,2,3,1,NA,"bread",4,5
"165",212,1103,72,26,4,2,3,1,NA,"flour",0,NA
"166",212,1103,72,26,4,2,3,1,NA,"bread",0,NA
"167",212,1104,72,26,4,2,3,1,NA,"flour",7,1
"168",212,1104,72,26,4,2,3,1,NA,"bread",2,5
"169",220,1105,72,26,4,2,3,1,NA,"flour",4,5
"170",220,1105,72,26,4,2,3,1,NA,"bread",0,NA
"171",205,1106,21,23,8,2,3,1,NA,"flour",0,NA
"172",205,1106,21,23,8,2,3,1,NA,"bread",0,NA
"173",214,1107,21,23,8,2,3,1,NA,"flour",7,5
"174",214,1107,21,23,8,2,3,1,NA,"bread",0,NA
"175",214,1108,21,23,8,2,3,1,NA,"flour",7,5
"176",214,1108,21,23,8,2,3,1,NA,"bread",0,NA
"177",227,1109,21,23,8,2,3,1,NA,"flour",1,1
"178",227,1109,21,23,8,2,3,1,NA,"bread",0,NA
"179",227,1110,21,23,8,2,3,1,NA,"flour",1,1
"180",227,1110,21,23,8,2,3,1,NA,"bread",0,NA
"181",210,2003,48,2,5,2,4,1,NA,"flour",3,1
"182",210,2003,48,2,5,2,4,1,NA,"bread",0,NA
"183",211,2004,48,2,5,2,4,1,NA,"flour",3,5
"184",211,2004,48,2,5,2,4,1,NA,"bread",0,NA
"185",211,2005,48,2,5,2,4,1,NA,"flour",3,1
"186",211,2005,48,2,5,2,4,1,NA,"bread",0,NA
"187",243,2006,122,17,5,2,4,1,NA,"flour",1,5
"188",243,2006,122,17,5,2,4,1,NA,"bread",0,NA
"189",243,2008,122,17,5,2,4,1,NA,"flour",0,NA
"190",243,2008,122,17,5,2,4,1,NA,"bread",0,NA
"191",243,2009,124,17,5,2,4,1,NA,"flour",5,1
"192",243,2009,124,17,5,2,4,1,NA,"bread",3,5
"193",243,2010,123,11,1,2,4,1,NA,"flour",1,1
"194",243,2010,123,11,1,2,4,1,NA,"bread",0,NA
"195",212,2011,17,17,5,2,4,1,NA,"flour",7,5
"196",212,2011,17,17,5,2,4,1,NA,"bread",0,NA
"197",212,2012,17,17,5,2,4,1,NA,"flour",0,NA
"198",212,2012,17,17,5,2,4,1,NA,"bread",0,NA
"199",212,2013,17,17,5,2,4,1,NA,"flour",7,5
"200",212,2013,17,17,5,2,4,1,NA,"bread",0,NA
"201",212,2014,17,17,5,2,4,1,NA,"flour",0,NA
"202",212,2014,17,17,5,2,4,1,NA,"bread",0,NA
"203",240,2017,18,1,8,2,4,1,NA,"flour",3,5
"204",240,2017,18,1,8,2,4,1,NA,"bread",0,NA
"205",240,2018,20,17,5,2,4,1,NA,"flour",3,5
"206",240,2018,20,17,5,2,4,1,NA,"bread",0,NA
"207",228,2019,19,26,4,2,4,1,NA,"flour",0,NA
"208",228,2019,19,26,4,2,4,1,NA,"bread",0,NA
"209",212,2022,20,17,5,2,4,1,NA,"flour",7,1
"210",212,2022,20,17,5,2,4,1,NA,"bread",0,NA
"211",228,2023,18,1,8,2,4,1,NA,"flour",2,1
"212",228,2023,18,1,8,2,4,1,NA,"bread",0,NA
"213",240,2024,20,17,5,2,4,1,NA,"flour",3,1
"214",240,2024,20,17,5,2,4,1,NA,"bread",1,5
"215",216,2026,29,17,5,2,4,1,NA,"flour",3,1
"216",216,2026,29,17,5,2,4,1,NA,"bread",2,5
"217",228,2027,29,17,5,2,4,1,NA,"flour",5,5
"218",228,2027,29,17,5,2,4,1,NA,"bread",0,NA
"219",216,2030,29,17,5,2,4,1,NA,"flour",0,NA
"220",216,2030,29,17,5,2,4,1,NA,"bread",0,NA
"221",211,2031,44,14,5,2,4,0,2,"flour",5,1
"222",211,2031,44,14,5,2,4,0,2,"bread",0,NA
"223",240,2032,44,17,5,2,4,1,NA,"flour",4,1
"224",240,2032,44,17,5,2,4,1,NA,"bread",0,NA
"225",211,2033,45,2,5,2,4,0,2,"flour",3,5
"226",211,2033,45,2,5,2,4,0,2,"bread",0,NA
"227",228,2037,54,17,5,2,4,1,NA,"flour",4,5
"228",228,2037,54,17,5,2,4,1,NA,"bread",0,NA
"229",228,2038,55,17,5,2,4,1,NA,"flour",3,1
"230",228,2038,55,17,5,2,4,1,NA,"bread",0,NA
"231",216,2039,53,17,5,2,4,1,NA,"flour",2,1
"232",216,2039,53,17,5,2,4,1,NA,"bread",0,NA
"233",239,2042,102,7,1,2,4,1,NA,"flour",2,1
"234",239,2042,102,7,1,2,4,1,NA,"bread",0,NA
"235",218,2046,98,7,1,2,4,1,NA,"flour",2,1
"236",218,2046,98,7,1,2,4,1,NA,"bread",2,5
"237",218,2047,98,7,1,2,4,1,NA,"flour",0,NA
"238",218,2047,98,7,1,2,4,1,NA,"bread",0,NA
"239",225,2048,98,7,1,2,4,1,NA,"flour",7,1
"240",225,2048,98,7,1,2,4,1,NA,"bread",0,NA
"241",218,2049,101,2,5,2,4,1,NA,"flour",0,NA
"242",218,2049,101,2,5,2,4,1,NA,"bread",0,NA
"243",239,2051,109,11,1,2,4,1,NA,"flour",7,5
"244",239,2051,109,11,1,2,4,1,NA,"bread",0,NA
"245",239,2052,109,11,1,2,4,1,NA,"flour",0,NA
"246",239,2052,109,11,1,2,4,1,NA,"bread",0,NA
"247",239,2053,109,11,1,2,4,1,NA,"flour",7,5
"248",239,2053,109,11,1,2,4,1,NA,"bread",1,5
"249",234,2054,38,11,1,2,4,1,NA,"flour",2,1
"250",234,2054,38,11,1,2,4,1,NA,"bread",0,NA
"251",222,2056,38,11,1,2,4,1,NA,"flour",0,NA
"252",222,2056,38,11,1,2,4,1,NA,"bread",0,NA
"253",218,2057,37,17,5,2,4,1,NA,"flour",6,1
"254",218,2057,37,17,5,2,4,1,NA,"bread",0,NA
"255",218,2058,38,11,1,2,4,1,NA,"flour",5,5
"256",218,2058,38,11,1,2,4,1,NA,"bread",1,5
"257",222,2059,38,11,1,2,4,1,NA,"flour",1,5
"258",222,2059,38,11,1,2,4,1,NA,"bread",0,NA
"259",222,2060,38,11,1,2,4,1,NA,"flour",1,1
"260",222,2060,38,11,1,2,4,1,NA,"bread",0,NA
"261",222,2062,49,11,1,2,4,1,NA,"flour",3,1
"262",222,2062,49,11,1,2,4,1,NA,"bread",0,NA
"263",222,2063,49,11,1,2,4,1,NA,"flour",5,5
"264",222,2063,49,11,1,2,4,1,NA,"bread",0,NA
"265",234,2064,49,11,1,2,4,1,NA,"flour",3,5
"266",234,2064,49,11,1,2,4,1,NA,"bread",0,NA
"267",222,2065,49,11,1,2,4,1,NA,"flour",3,5
"268",222,2065,49,11,1,2,4,1,NA,"bread",0,NA
"269",234,2066,59,11,1,2,4,1,NA,"flour",0,NA
"270",234,2066,59,11,1,2,4,1,NA,"bread",0,NA
"271",225,2067,58,11,1,2,4,1,NA,"flour",7,5
"272",225,2067,58,11,1,2,4,1,NA,"bread",0,NA
"273",234,2068,58,11,1,2,4,1,NA,"flour",2,1
"274",234,2068,58,11,1,2,4,1,NA,"bread",0,NA
"275",222,2070,59,11,1,2,4,1,NA,"flour",3,1
"276",222,2070,59,11,1,2,4,1,NA,"bread",0,NA
"277",231,2071,69,11,1,2,4,0,1,"flour",2,1
"278",231,2071,69,11,1,2,4,0,1,"bread",0,NA
"279",231,2072,68,1,8,2,4,0,1,"flour",2,5
"280",231,2072,68,1,8,2,4,0,1,"bread",0,NA
"281",231,2073,69,11,1,2,4,0,1,"flour",0,NA
"282",231,2073,69,11,1,2,4,0,1,"bread",0,NA
"283",231,2074,70,17,5,2,4,0,1,"flour",3,5
"284",231,2074,70,17,5,2,4,0,1,"bread",0,NA
"285",239,2078,35,24,1,2,4,1,NA,"flour",3,1
"286",239,2078,35,24,1,2,4,1,NA,"bread",2,5
"287",239,2080,35,24,1,2,4,1,NA,"flour",0,NA
"288",239,2080,35,24,1,2,4,1,NA,"bread",0,NA
"289",239,2082,5,6,9,1,4,1,NA,"flour",3,1
"290",239,2082,5,6,9,1,4,1,NA,"bread",0,NA
"291",225,2083,7,11,1,2,4,1,NA,"flour",1,5
"292",225,2083,7,11,1,2,4,1,NA,"bread",0,NA
"293",229,2084,7,11,1,2,4,1,NA,"flour",1,5
"294",229,2084,7,11,1,2,4,1,NA,"bread",0,NA
"295",239,2085,7,11,1,2,4,1,NA,"flour",7,5
"296",239,2085,7,11,1,2,4,1,NA,"bread",0,NA
"297",234,2086,7,11,1,2,4,1,NA,"flour",3,1
"298",234,2086,7,11,1,2,4,1,NA,"bread",0,NA
"299",218,2088,7,11,1,2,4,1,NA,"flour",4,1
"300",218,2088,7,11,1,2,4,1,NA,"bread",0,NA
"301",231,2089,7,11,1,2,4,1,NA,"flour",2,1
"302",231,2089,7,11,1,2,4,1,NA,"bread",0,NA
"303",222,2090,6,13,8,2,4,1,NA,"flour",2,1
"304",222,2090,6,13,8,2,4,1,NA,"bread",0,NA
"305",231,2091,74,24,1,2,4,1,NA,"flour",1,5
"306",231,2091,74,24,1,2,4,1,NA,"bread",0,NA
"307",234,2092,74,24,1,2,4,1,NA,"flour",4,1
"308",234,2092,74,24,1,2,4,1,NA,"bread",0,NA
"309",225,2093,75,24,1,2,4,1,NA,"flour",0,NA
"310",225,2093,75,24,1,2,4,1,NA,"bread",0,NA
"311",225,2094,74,24,1,2,4,1,NA,"flour",2,5
"312",225,2094,74,24,1,2,4,1,NA,"bread",0,NA
"313",222,2095,73,17,5,2,4,1,NA,"flour",2,1
"314",222,2095,73,17,5,2,4,1,NA,"bread",0,NA
"315",245,2096,93,6,9,1,4,1,NA,"flour",7,6
"316",245,2096,93,6,9,1,4,1,NA,"bread",0,NA
"317",229,2098,92,24,1,2,4,1,NA,"flour",1,5
"318",229,2098,92,24,1,2,4,1,NA,"bread",0,NA
"319",231,2100,92,24,1,2,4,1,NA,"flour",2,5
"320",231,2100,92,24,1,2,4,1,NA,"bread",0,NA
"321",202,2101,30,1,8,2,4,1,NA,"flour",2,1
"322",202,2101,30,1,8,2,4,1,NA,"bread",0,NA
"323",202,2102,31,1,8,2,4,1,NA,"flour",2,1
"324",202,2102,31,1,8,2,4,1,NA,"bread",1,5
"325",202,2103,31,1,8,2,4,1,NA,"flour",2,5
"326",202,2103,31,1,8,2,4,1,NA,"bread",0,NA
"327",227,2106,24,13,8,2,4,1,NA,"flour",7,1
"328",227,2106,24,13,8,2,4,1,NA,"bread",0,NA
"329",227,2107,24,13,8,2,4,1,NA,"flour",3,5
"330",227,2107,24,13,8,2,4,1,NA,"bread",0,NA
"331",227,2108,24,13,8,2,4,1,NA,"flour",3,5
"332",227,2108,24,13,8,2,4,1,NA,"bread",0,NA
"333",227,2109,25,17,5,2,4,1,NA,"flour",1,5
"334",227,2109,25,17,5,2,4,1,NA,"bread",0,NA
"335",227,2110,23,13,8,2,4,1,NA,"flour",3,1
"336",227,2110,23,13,8,2,4,1,NA,"bread",0,NA
"337",215,2112,33,13,8,2,4,1,NA,"flour",3,5
"338",215,2112,33,13,8,2,4,1,NA,"bread",0,NA
"339",214,2113,34,13,8,2,4,1,NA,"flour",3,6
"340",214,2113,34,13,8,2,4,1,NA,"bread",0,NA
"341",214,2114,34,13,8,2,4,1,NA,"flour",0,NA
"342",214,2114,34,13,8,2,4,1,NA,"bread",0,NA
"343",215,2115,34,13,8,2,4,1,NA,"flour",5,5
"344",215,2115,34,13,8,2,4,1,NA,"bread",0,NA
"345",205,2116,95,13,8,2,4,1,NA,"flour",3,1
"346",205,2116,95,13,8,2,4,1,NA,"bread",3,5
"347",205,2117,95,13,8,2,4,1,NA,"flour",0,NA
"348",205,2117,95,13,8,2,4,1,NA,"bread",0,NA
"349",226,2118,95,13,8,2,4,1,NA,"flour",2,5
"350",226,2118,95,13,8,2,4,1,NA,"bread",0,NA
"351",226,2120,95,13,8,2,4,1,NA,"flour",2,1
"352",226,2120,95,13,8,2,4,1,NA,"bread",0,NA
"353",40,3001,12,18,6,2,6,1,NA,"flour",0,NA
"354",40,3001,12,18,6,2,6,1,NA,"bread",0,NA
"355",30,3002,12,18,6,2,6,1,NA,"flour",2,5
"356",30,3002,12,18,6,2,6,1,NA,"bread",0,NA
"357",40,3005,12,18,6,2,6,1,NA,"flour",0,NA
"358",40,3005,12,18,6,2,6,1,NA,"bread",0,NA
"359",26,3006,32,18,6,2,6,1,NA,"flour",0,NA
"360",26,3006,32,18,6,2,6,1,NA,"bread",0,NA
"361",26,3007,32,18,6,2,6,1,NA,"flour",2,5
"362",26,3007,32,18,6,2,6,1,NA,"bread",0,NA
"363",27,3008,32,18,6,2,6,1,NA,"flour",0,NA
"364",27,3008,32,18,6,2,6,1,NA,"bread",0,NA
"365",26,3009,32,18,6,2,6,1,NA,"flour",0,NA
"366",26,3009,32,18,6,2,6,1,NA,"bread",0,NA
"367",5,3011,79,18,6,2,6,1,NA,"flour",1,5
"368",5,3011,79,18,6,2,6,1,NA,"bread",0,NA
"369",229,3013,79,18,6,2,6,1,NA,"flour",3,1
"370",229,3013,79,18,6,2,6,1,NA,"bread",7,1
"371",62,3014,79,18,6,2,6,1,NA,"flour",3,1
"372",62,3014,79,18,6,2,6,1,NA,"bread",0,NA
"373",226,3017,112,3,3,2,6,1,NA,"flour",1,6
"374",226,3017,112,3,3,2,6,1,NA,"bread",0,NA
"375",215,3018,112,3,3,2,6,1,NA,"flour",3,5
"376",215,3018,112,3,3,2,6,1,NA,"bread",0,NA
"377",214,3020,112,3,3,2,6,1,NA,"flour",7,1
"378",214,3020,112,3,3,2,6,1,NA,"bread",0,NA
"379",231,3021,57,10,3,2,6,1,NA,"flour",1,5
"380",231,3021,57,10,3,2,6,1,NA,"bread",0,NA
"381",225,3022,57,10,3,2,6,1,NA,"flour",7,1
"382",225,3022,57,10,3,2,6,1,NA,"bread",1,5
"383",222,3023,57,10,3,2,6,1,NA,"flour",1,5
"384",222,3023,57,10,3,2,6,1,NA,"bread",2,5
"385",222,3024,57,10,3,2,6,1,NA,"flour",3,1
"386",222,3024,57,10,3,2,6,1,NA,"bread",2,5
"387",222,3025,57,10,3,2,6,1,NA,"flour",3,1
"388",222,3025,57,10,3,2,6,1,NA,"bread",2,5
"389",231,3028,84,10,3,2,6,1,NA,"flour",1,1
"390",231,3028,84,10,3,2,6,1,NA,"bread",5,5
"391",239,3029,84,10,3,2,6,1,NA,"flour",7,1
"392",239,3029,84,10,3,2,6,1,NA,"bread",0,NA
"393",218,3033,99,10,3,2,6,1,NA,"flour",2,1
"394",218,3033,99,10,3,2,6,1,NA,"bread",0,NA
"395",229,3034,99,10,3,2,6,1,NA,"flour",3,5
"396",229,3034,99,10,3,2,6,1,NA,"bread",0,NA
"397",239,3035,99,10,3,2,6,1,NA,"flour",4,1
"398",239,3035,99,10,3,2,6,1,NA,"bread",0,NA
"399",239,3036,51,19,3,2,6,1,NA,"flour",7,5
"400",239,3036,51,19,3,2,6,1,NA,"bread",2,5
"401",227,3038,119,19,3,2,6,1,NA,"flour",2,1
"402",227,3038,119,19,3,2,6,1,NA,"bread",0,NA
"403",225,3041,51,19,3,2,6,1,NA,"flour",7,5
"404",225,3041,51,19,3,2,6,1,NA,"bread",2,5
"405",218,3043,51,19,3,2,6,1,NA,"flour",7,1
"406",218,3043,51,19,3,2,6,1,NA,"bread",0,NA
"407",225,3044,51,19,3,2,6,1,NA,"flour",7,5
"408",225,3044,51,19,3,2,6,1,NA,"bread",0,NA
"409",229,3047,86,19,3,2,6,1,NA,"flour",3,1
"410",229,3047,86,19,3,2,6,1,NA,"bread",0,NA
"411",218,3048,86,19,3,2,6,1,NA,"flour",1,1
"412",218,3048,86,19,3,2,6,1,NA,"bread",0,NA
"413",229,3050,86,19,3,2,6,1,NA,"flour",3,1
"414",229,3050,86,19,3,2,6,1,NA,"bread",0,NA
"415",215,3051,13,21,3,2,6,1,NA,"flour",3,1
"416",215,3051,13,21,3,2,6,1,NA,"bread",0,NA
"417",214,3054,13,21,3,2,6,1,NA,"flour",3,1
"418",214,3054,13,21,3,2,6,1,NA,"bread",0,NA
"419",205,3056,13,21,3,2,6,1,NA,"flour",7,1
"420",205,3056,13,21,3,2,6,1,NA,"bread",0,NA
"421",227,3057,90,21,3,2,6,1,NA,"flour",2,5
"422",227,3057,90,21,3,2,6,1,NA,"bread",0,NA
"423",214,3058,90,21,3,2,6,1,NA,"flour",7,1
"424",214,3058,90,21,3,2,6,1,NA,"bread",0,NA
"425",227,3059,90,21,3,2,6,1,NA,"flour",5,5
"426",227,3059,90,21,3,2,6,1,NA,"bread",1,5
"427",215,3060,90,21,3,2,6,1,NA,"flour",3,5
"428",215,3060,90,21,3,2,6,1,NA,"bread",0,NA
"429",205,3062,91,21,3,2,6,1,NA,"flour",7,1
"430",205,3062,91,21,3,2,6,1,NA,"bread",1,5
"431",211,3063,91,21,3,2,6,1,NA,"flour",7,1
"432",211,3063,91,21,3,2,6,1,NA,"bread",0,NA
"433",205,3065,91,21,3,2,6,1,NA,"flour",4,1
"434",205,3065,91,21,3,2,6,1,NA,"bread",0,NA
"435",216,3066,114,23,8,2,6,1,NA,"flour",2,1
"436",216,3066,114,23,8,2,6,1,NA,"bread",0,NA
"437",216,3067,114,23,8,2,6,1,NA,"flour",2,5
"438",216,3067,114,23,8,2,6,1,NA,"bread",0,NA
"439",243,3068,114,23,8,2,6,1,NA,"flour",1,6
"440",243,3068,114,23,8,2,6,1,NA,"bread",0,NA
