"","ID_03","ID_05","ID_06","ID_07","ID_08","ID_09","ID_10","ID_10_CONFIRM","ID_10_CORRECTED","plot_number","plot","CROP","CRP08QA","CRP08UA","CRP09QA","CRP09UA","CRP10A"
"113",242,1067,67,20,4,2,3,1,NA,"1",1,9,120,1,0,NA,NA
"114",242,1067,67,20,4,2,3,1,NA,"2",1,4,400,1,300,1,51
"115",224,1068,67,20,4,2,3,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"116",224,1068,67,20,4,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"117",202,1070,67,20,4,2,3,1,NA,"1",1,4,600,1,400,1,10000
"118",202,1070,67,20,4,2,3,1,NA,"2",1,9,70,1,30,1,9000
"119",224,1071,71,20,4,2,3,1,NA,"1",1,6,50,1,0,NA,NA
"120",224,1071,71,20,4,2,3,1,NA,"2",1,9,15,1,0,NA,NA
"121",234,1072,71,20,4,2,3,1,NA,"1",1,9,40,1,0,NA,NA
"122",234,1072,71,20,4,2,3,1,NA,"2",1,6,400,1,0,NA,NA
"123",224,1073,71,20,4,2,3,1,NA,"1",1,9,50,1,0,NA,NA
"124",224,1073,71,20,4,2,3,1,NA,"2",1,9,15,1,0,NA,NA
"125",234,1074,71,20,4,2,3,1,NA,"1",1,9,50,1,0,NA,NA
"126",234,1074,71,20,4,2,3,1,NA,"2",1,9,1,1,0,NA,NA
"127",224,1075,71,20,4,2,3,1,NA,"1",1,9,30,1,0,NA,NA
"128",224,1075,71,20,4,2,3,1,NA,"2",1,9,20,1,0,NA,NA
"129",243,1077,11,25,4,2,3,1,NA,"1",1,75,100,1,7,1,1050
"130",243,1077,11,25,4,2,3,1,NA,"2",1,9,3,1,0,NA,NA
"131",216,1078,11,25,4,2,3,1,NA,"1",1,9,150,1,25.5,1,4800
"132",216,1078,11,25,4,2,3,1,NA,"2",1,5,50,1,0,NA,NA
"133",243,1079,3,20,4,2,3,1,NA,"1",1,9,50,1,12.5,1,4000
"134",243,1079,3,20,4,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"135",216,1080,11,25,4,2,3,1,NA,"1",1,9,15,1,3,1,700
"136",216,1080,11,25,4,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"137",228,1081,3,20,4,2,3,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"138",228,1081,3,20,4,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"139",212,1084,47,25,4,2,3,1,NA,"1",1,9,40,1,0,NA,NA
"140",212,1084,47,25,4,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"141",212,1086,47,25,4,2,3,1,NA,"1",1,4,2,4,0,NA,NA
"142",212,1086,47,25,4,2,3,1,NA,"2",1,15,3,4,2,4,15000
"143",228,1087,47,25,4,2,3,1,NA,"1",1,9,0,NA,NA,NA,NA
"144",228,1087,47,25,4,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"145",240,1088,47,25,4,2,3,1,NA,"1",1,9,5,15,0,NA,NA
"146",240,1088,47,25,4,2,3,1,NA,"2",1,9,0,NA,NA,NA,NA
"147",212,1090,47,25,4,2,3,1,NA,"1",1,9,15,1,0,NA,NA
"148",212,1090,47,25,4,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"149",240,1091,47,25,4,2,3,1,NA,"1",1,6,1,16,0,NA,NA
"150",240,1091,47,25,4,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"151",240,1093,47,25,4,2,3,1,NA,"1",1,9,20,1,0,NA,NA
"152",240,1093,47,25,4,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"153",220,1094,47,25,4,2,3,1,NA,"1",1,9,25,1,0,NA,NA
"154",220,1094,47,25,4,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"155",220,1095,47,25,4,2,3,1,NA,"1",1,75,120,1,40,1,12500
"156",220,1095,47,25,4,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"157",243,1097,110,26,4,2,3,1,NA,"1",1,75,5,1,0,NA,NA
"158",243,1097,110,26,4,2,3,1,NA,"2",1,9,15,1,0,NA,NA
"159",216,1098,110,26,4,2,3,1,NA,"1",1,4,200,1,0,NA,NA
"160",216,1098,110,26,4,2,3,1,NA,"2",1,9,60,1,0,NA,NA
"161",216,1100,110,26,4,2,3,1,NA,"1",1,4,50,1,0,NA,NA
"162",216,1100,110,26,4,2,3,1,NA,"2",1,9,30,1,0,NA,NA
"163",243,1101,72,26,4,2,3,1,NA,"1",1,4,300,1,200,1,30000
"164",243,1101,72,26,4,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"165",212,1103,72,26,4,2,3,1,NA,"1",1,9,25,1,0,NA,NA
"166",212,1103,72,26,4,2,3,1,NA,"2",1,9,30,1,0,NA,NA
"167",212,1104,72,26,4,2,3,1,NA,"1",1,4,160,1,100,1,27000
"168",212,1104,72,26,4,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"169",220,1105,72,26,4,2,3,1,NA,"1",1,4,90,1,70,1,12600
"170",220,1105,72,26,4,2,3,1,NA,"2",1,5,30,1,0,NA,NA
"171",205,1106,21,23,8,2,3,1,NA,"1",1,4,300,1,100,1,15000
"172",205,1106,21,23,8,2,3,1,NA,"2",1,3,450,1,300,1,90000
"173",214,1107,21,23,8,2,3,1,NA,"1",1,3,400,1,300,1,60000
"174",214,1107,21,23,8,2,3,1,NA,"2",1,3,500,1,500,1,1e+05
"175",214,1108,21,23,8,2,3,1,NA,"1",1,3,400,1,300,1,58500
"176",214,1108,21,23,8,2,3,1,NA,"2",1,3,400,1,400,1,80000
"177",227,1109,21,23,8,2,3,1,NA,"1",1,4,100,1,100,1,20000
"178",227,1109,21,23,8,2,3,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"179",227,1110,21,23,8,2,3,1,NA,"1",1,9,22.5,1,0,NA,NA
"180",227,1110,21,23,8,2,3,1,NA,"2",1,9,30,1,0,NA,NA
"181",210,2003,48,2,5,2,4,1,NA,"1",1,9,400,1,300,1,90000
"182",210,2003,48,2,5,2,4,1,NA,"2",1,75,500,1,400,1,80000
"183",211,2004,48,2,5,2,4,1,NA,"1",1,75,80,1,40,1,8000
"184",211,2004,48,2,5,2,4,1,NA,"2",1,9,200,1,100,1,30000
"185",211,2005,48,2,5,2,4,1,NA,"1",1,9,50,1,2,1,700
"186",211,2005,48,2,5,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"187",243,2006,122,17,5,2,4,1,NA,"1",1,11,10,1,0,NA,NA
"188",243,2006,122,17,5,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"189",243,2008,122,17,5,2,4,1,NA,"1",1,9,30,1,0,NA,NA
"190",243,2008,122,17,5,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"191",243,2009,124,17,5,2,4,1,NA,"1",1,75,100,1,0,NA,NA
"192",243,2009,124,17,5,2,4,1,NA,"2",1,5,0,NA,NA,NA,NA
"193",243,2010,123,11,1,2,4,1,NA,"1",1,9,35,1,0,NA,NA
"194",243,2010,123,11,1,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"195",212,2011,17,17,5,2,4,1,NA,"1",1,9,150,1,0,NA,NA
"196",212,2011,17,17,5,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"197",212,2012,17,17,5,2,4,1,NA,"1",1,4,10,1,0,NA,NA
"198",212,2012,17,17,5,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"199",212,2013,17,17,5,2,4,1,NA,"1",1,4,100,1,0,NA,NA
"200",212,2013,17,17,5,2,4,1,NA,"2",1,9,25,1,0,NA,NA
"201",212,2014,17,17,5,2,4,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"202",212,2014,17,17,5,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"203",240,2017,18,1,8,2,4,1,NA,"1",1,9,70,1,20,1,6600
"204",240,2017,18,1,8,2,4,1,NA,"2",1,9,20,1,0,NA,NA
"205",240,2018,20,17,5,2,4,1,NA,"1",1,9,25,1,0,NA,NA
"206",240,2018,20,17,5,2,4,1,NA,"2",1,6,150,1,0,NA,NA
"207",228,2019,19,26,4,2,4,1,NA,"1",1,4,70,1,42,1,12600
"208",228,2019,19,26,4,2,4,1,NA,"2",1,9,70,1,33,1,19800
"209",212,2022,20,17,5,2,4,1,NA,"1",1,9,150,1,0,NA,NA
"210",212,2022,20,17,5,2,4,1,NA,"2",1,5,80,1,0,NA,NA
"211",228,2023,18,1,8,2,4,1,NA,"1",1,9,40,1,0,NA,NA
"212",228,2023,18,1,8,2,4,1,NA,"2",1,9,20,1,0,NA,NA
"213",240,2024,20,17,5,2,4,1,NA,"1",1,75,100,1,50,1,9000
"214",240,2024,20,17,5,2,4,1,NA,"2",1,9,70,1,15,1,4500
"215",216,2026,29,17,5,2,4,1,NA,"1",1,11,30,1,15,1,2700
"216",216,2026,29,17,5,2,4,1,NA,"2",1,75,150,1,100,1,20000
"217",228,2027,29,17,5,2,4,1,NA,"1",1,75,80,1,60,1,10800
"218",228,2027,29,17,5,2,4,1,NA,"2",1,9,20,1,0,NA,NA
"219",216,2030,29,17,5,2,4,1,NA,"1",1,75,400,1,350,1,70000
"220",216,2030,29,17,5,2,4,1,NA,"2",1,9,500,1,370,1,185000
"221",211,2031,44,14,5,2,4,0,2,"1",1,9,1,3,0,NA,NA
"222",211,2031,44,14,5,2,4,0,2,"2",1,9,1,3,0,NA,NA
"223",240,2032,44,17,5,2,4,1,NA,"1",1,9,30,1,0,NA,NA
"224",240,2032,44,17,5,2,4,1,NA,"2",1,9,20,1,0,NA,NA
"225",211,2033,45,2,5,2,4,0,2,"1",1,9,80,1,0,NA,NA
"226",211,2033,45,2,5,2,4,0,2,"2",1,4,60,1,0,NA,NA
"227",228,2037,54,17,5,2,4,1,NA,"1",1,6,10,4,8,4,120000
"228",228,2037,54,17,5,2,4,1,NA,"2",1,9,80,1,0,NA,NA
"229",228,2038,55,17,5,2,4,1,NA,"1",1,5,700,1,400,1,40000
"230",228,2038,55,17,5,2,4,1,NA,"2",1,75,200,1,0,NA,NA
"231",216,2039,53,17,5,2,4,1,NA,"1",1,11,6,1,0,NA,NA
"232",216,2039,53,17,5,2,4,1,NA,"2",1,9,5,1,0,NA,NA
"233",239,2042,102,7,1,2,4,1,NA,"1",1,9,47,1,47,1,18800
"234",239,2042,102,7,1,2,4,1,NA,"2",1,9,57,1,13,1,5200
"235",218,2046,98,7,1,2,4,1,NA,"1",1,4,150,1,1000,1,40000
"236",218,2046,98,7,1,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"237",218,2047,98,7,1,2,4,1,NA,"1",1,9,50,15,30,1,13500
"238",218,2047,98,7,1,2,4,1,NA,"2",1,9,50,1,0,NA,NA
"239",225,2048,98,7,1,2,4,1,NA,"1",1,4,50,1,30,1,5400
"240",225,2048,98,7,1,2,4,1,NA,"2",1,5,30,1,0,NA,NA
"241",218,2049,101,2,5,2,4,1,NA,"1",1,9,30,1,0,NA,NA
"242",218,2049,101,2,5,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"243",239,2051,109,11,1,2,4,1,NA,"1",1,9,20,1,0,NA,NA
"244",239,2051,109,11,1,2,4,1,NA,"2",1,75,35,1,0,NA,NA
"245",239,2052,109,11,1,2,4,1,NA,"1",1,9,100,1,0,NA,NA
"246",239,2052,109,11,1,2,4,1,NA,"2",1,9,150,1,70,1,17000
"247",239,2053,109,11,1,2,4,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"248",239,2053,109,11,1,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"249",234,2054,38,11,1,2,4,1,NA,"1",1,5,100,1,0,NA,NA
"250",234,2054,38,11,1,2,4,1,NA,"2",1,9,150,1,0,NA,NA
"251",222,2056,38,11,1,2,4,1,NA,"1",1,9,60,13,16,13,4800
"252",222,2056,38,11,1,2,4,1,NA,"2",1,9,25,13,3,13,900
"253",218,2057,37,17,5,2,4,1,NA,"1",1,5,800,1,100,1,10000
"254",218,2057,37,17,5,2,4,1,NA,"2",1,5,250,1,0,NA,NA
"255",218,2058,38,11,1,2,4,1,NA,"1",1,9,60,1,18,1,4800
"256",218,2058,38,11,1,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"257",222,2059,38,11,1,2,4,1,NA,"1",1,75,50,1,0,NA,NA
"258",222,2059,38,11,1,2,4,1,NA,"2",1,9,0,NA,NA,NA,NA
"259",222,2060,38,11,1,2,4,1,NA,"1",1,9,200,1,0,NA,NA
"260",222,2060,38,11,1,2,4,1,NA,"2",1,4,50,1,0,NA,NA
"261",222,2062,49,11,1,2,4,1,NA,"1",1,4,550,1,200,1,50000
"262",222,2062,49,11,1,2,4,1,NA,"2",1,9,200,1,50,1,20000
"263",222,2063,49,11,1,2,4,1,NA,"1",1,9,50,13,0,NA,NA
"264",222,2063,49,11,1,2,4,1,NA,"2",1,15,2.5,1,0,NA,NA
"265",234,2064,49,11,1,2,4,1,NA,"1",1,9,70,1,0,NA,NA
"266",234,2064,49,11,1,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"267",222,2065,49,11,1,2,4,1,NA,"1",1,9,53,1,20,1,6600
"268",222,2065,49,11,1,2,4,1,NA,"2",1,9,70,1,40,1,12400
"269",234,2066,59,11,1,2,4,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"270",234,2066,59,11,1,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"271",225,2067,58,11,1,2,4,1,NA,"1",1,9,52,1,0,NA,NA
"272",225,2067,58,11,1,2,4,1,NA,"2",1,9,120,1,50,1,12500
"273",234,2068,58,11,1,2,4,1,NA,"1",1,4,300,1,0,NA,NA
"274",234,2068,58,11,1,2,4,1,NA,"2",1,9,250,1,0,NA,NA
"275",222,2070,59,11,1,2,4,1,NA,"1",1,9,100,1,0,NA,NA
"276",222,2070,59,11,1,2,4,1,NA,"2",1,4,50,1,0,NA,NA
"277",231,2071,69,11,1,2,4,0,1,"1",1,9,10,13,0,NA,NA
"278",231,2071,69,11,1,2,4,0,1,"2",0,NA,NA,NA,NA,NA,NA
"279",231,2072,68,1,8,2,4,0,1,"1",1,9,10,1,0,NA,NA
"280",231,2072,68,1,8,2,4,0,1,"2",1,75,10,1,0,NA,NA
"281",231,2073,69,11,1,2,4,0,1,"1",0,NA,NA,NA,NA,NA,NA
"282",231,2073,69,11,1,2,4,0,1,"2",0,NA,NA,NA,NA,NA,NA
"283",231,2074,70,17,5,2,4,0,1,"1",1,9,3,1,0,NA,NA
"284",231,2074,70,17,5,2,4,0,1,"2",1,9,12,1,0,NA,NA
"285",239,2078,35,24,1,2,4,1,NA,"1",1,9,30,1,0,NA,NA
"286",239,2078,35,24,1,2,4,1,NA,"2",1,5,200,1,100,1,11000
"287",239,2080,35,24,1,2,4,1,NA,"1",1,9,0,NA,NA,NA,NA
"288",239,2080,35,24,1,2,4,1,NA,"2",1,75,20,1,0,NA,NA
"289",239,2082,5,6,9,1,4,1,NA,"1",1,4,600,1,400,1,80000
"290",239,2082,5,6,9,1,4,1,NA,"2",1,11,0,NA,NA,NA,NA
"291",225,2083,7,11,1,2,4,1,NA,"1",1,9,150,1,0,NA,NA
"292",225,2083,7,11,1,2,4,1,NA,"2",1,12,6,1,0,NA,NA
"293",229,2084,7,11,1,2,4,1,NA,"1",1,11,40,1,0,NA,NA
"294",229,2084,7,11,1,2,4,1,NA,"2",1,9,52,1,0,NA,NA
"295",239,2085,7,11,1,2,4,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"296",239,2085,7,11,1,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"297",234,2086,7,11,1,2,4,1,NA,"1",1,9,200,1,100,1,35000
"298",234,2086,7,11,1,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"299",218,2088,7,11,1,2,4,1,NA,"1",1,9,3.5,4,200,1,70000
"300",218,2088,7,11,1,2,4,1,NA,"2",1,4,150,1,100,1,25000
"301",231,2089,7,11,1,2,4,1,NA,"1",1,5,1100,1,500,1,60000
"302",231,2089,7,11,1,2,4,1,NA,"2",1,6,2030,1,1650,1,150000
"303",222,2090,6,13,8,2,4,1,NA,"1",1,9,500,1,300,1,120000
"304",222,2090,6,13,8,2,4,1,NA,"2",1,4,400,1,200,1,60000
"305",231,2091,74,24,1,2,4,1,NA,"1",1,9,80,1,0,NA,NA
"306",231,2091,74,24,1,2,4,1,NA,"2",1,5,25,1,0,NA,NA
"307",234,2092,74,24,1,2,4,1,NA,"1",1,6,500,1,200,1,14000
"308",234,2092,74,24,1,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"309",225,2093,75,24,1,2,4,1,NA,"1",1,9,30,1,0,NA,NA
"310",225,2093,75,24,1,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"311",225,2094,74,24,1,2,4,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"312",225,2094,74,24,1,2,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"313",222,2095,73,17,5,2,4,1,NA,"1",1,4,50,1,0,NA,NA
"314",222,2095,73,17,5,2,4,1,NA,"2",1,9,70,1,0,NA,NA
"315",245,2096,93,6,9,1,4,1,NA,"1",0,NA,NA,NA,NA,NA,NA
"316",245,2096,93,6,9,1,4,1,NA,"2",0,NA,NA,NA,NA,NA,NA
"317",229,2098,92,24,1,2,4,1,NA,"1",1,75,100,1,40,1,6000
"318",229,2098,92,24,1,2,4,1,NA,"2",1,9,60,1,0,NA,NA
"319",231,2100,92,24,1,2,4,1,NA,"1",1,6,300,1,200,1,10000
"320",231,2100,92,24,1,2,4,1,NA,"2",1,75,5,1,0,NA,NA
"321",202,2101,30,1,8,2,4,1,NA,"1",1,4,60,1,0,NA,NA
"322",202,2101,30,1,8,2,4,1,NA,"2",1,9,30,1,0,NA,NA
"323",202,2102,31,1,8,2,4,1,NA,"1",1,9,200,1,0,NA,NA
