"","ID_03","ID_05","ID_06","ID_07","ID_08","ID_09","ID_10","ID_10_CONFIRM","ID_10_CORRECTED","asset","AA01","AA02","asset_number"
"186",211,2005,48,2,5,2,4,1,NA,"2",0,NA,"sheep"
"187",243,2006,122,17,5,2,4,1,NA,"1",0,NA,"cow"
"188",243,2006,122,17,5,2,4,1,NA,"2",0,NA,"sheep"
"189",243,2008,122,17,5,2,4,1,NA,"1",0,NA,"cow"
"190",243,2008,122,17,5,2,4,1,NA,"2",0,NA,"sheep"
"191",243,2009,124,17,5,2,4,1,NA,"1",0,NA,"cow"
"192",243,2009,124,17,5,2,4,1,NA,"2",0,NA,"sheep"
"193",243,2010,123,11,1,2,4,1,NA,"1",0,NA,"cow"
"194",243,2010,123,11,1,2,4,1,NA,"2",0,NA,"sheep"
"195",212,2011,17,17,5,2,4,1,NA,"1",0,NA,"cow"
"196",212,2011,17,17,5,2,4,1,NA,"2",0,NA,"sheep"
"197",212,2012,17,17,5,2,4,1,NA,"1",0,NA,"cow"
"198",212,2012,17,17,5,2,4,1,NA,"2",0,NA,"sheep"
"199",212,2013,17,17,5,2,4,1,NA,"1",0,NA,"cow"
"200",212,2013,17,17,5,2,4,1,NA,"2",0,NA,"sheep"
"201",212,2014,17,17,5,2,4,1,NA,"1",0,NA,"cow"
"202",212,2014,17,17,5,2,4,1,NA,"2",0,NA,"sheep"
"203",240,2017,18,1,8,2,4,1,NA,"1",0,NA,"cow"
"204",240,2017,18,1,8,2,4,1,NA,"2",0,NA,"sheep"
"205",240,2018,20,17,5,2,4,1,NA,"1",0,NA,"cow"
"206",240,2018,20,17,5,2,4,1,NA,"2",0,NA,"sheep"
"207",228,2019,19,26,4,2,4,1,NA,"1",1,1,"cow"
"208",228,2019,19,26,4,2,4,1,NA,"2",0,NA,"sheep"
"209",212,2022,20,17,5,2,4,1,NA,"1",0,NA,"cow"
"210",212,2022,20,17,5,2,4,1,NA,"2",0,NA,"sheep"
"211",228,2023,18,1,8,2,4,1,NA,"1",0,NA,"cow"
"212",228,2023,18,1,8,2,4,1,NA,"2",0,NA,"sheep"
"213",240,2024,20,17,5,2,4,1,NA,"1",0,NA,"cow"
"214",240,2024,20,17,5,2,4,1,NA,"2",0,NA,"sheep"
"215",216,2026,29,17,5,2,4,1,NA,"1",0,NA,"cow"
"216",216,2026,29,17,5,2,4,1,NA,"2",0,NA,"sheep"
"217",228,2027,29,17,5,2,4,1,NA,"1",0,NA,"cow"
"218",228,2027,29,17,5,2,4,1,NA,"2",0,NA,"sheep"
"219",216,2030,29,17,5,2,4,1,NA,"1",1,1,"cow"
"220",216,2030,29,17,5,2,4,1,NA,"2",0,NA,"sheep"
"221",211,2031,44,14,5,2,4,0,2,"1",0,NA,"cow"
"222",211,2031,44,14,5,2,4,0,2,"2",0,NA,"sheep"
"223",240,2032,44,17,5,2,4,1,NA,"1",0,NA,"cow"
"224",240,2032,44,17,5,2,4,1,NA,"2",0,NA,"sheep"
"225",211,2033,45,2,5,2,4,0,2,"1",0,NA,"cow"
"226",211,2033,45,2,5,2,4,0,2,"2",1,1,"sheep"
"227",228,2037,54,17,5,2,4,1,NA,"1",0,NA,"cow"
"228",228,2037,54,17,5,2,4,1,NA,"2",0,NA,"sheep"
"229",228,2038,55,17,5,2,4,1,NA,"1",0,NA,"cow"
"230",228,2038,55,17,5,2,4,1,NA,"2",0,NA,"sheep"
"231",216,2039,53,17,5,2,4,1,NA,"1",0,NA,"cow"
"232",216,2039,53,17,5,2,4,1,NA,"2",0,NA,"sheep"
"233",239,2042,102,7,1,2,4,1,NA,"1",0,NA,"cow"
"234",239,2042,102,7,1,2,4,1,NA,"2",0,NA,"sheep"
"235",218,2046,98,7,1,2,4,1,NA,"1",0,NA,"cow"
"236",218,2046,98,7,1,2,4,1,NA,"2",0,NA,"sheep"
"237",218,2047,98,7,1,2,4,1,NA,"1",0,NA,"cow"
"238",218,2047,98,7,1,2,4,1,NA,"2",0,NA,"sheep"
"239",225,2048,98,7,1,2,4,1,NA,"1",0,NA,"cow"
"240",225,2048,98,7,1,2,4,1,NA,"2",0,NA,"sheep"
"241",218,2049,101,2,5,2,4,1,NA,"1",0,NA,"cow"
"242",218,2049,101,2,5,2,4,1,NA,"2",0,NA,"sheep"
"243",239,2051,109,11,1,2,4,1,NA,"1",0,NA,"cow"
"244",239,2051,109,11,1,2,4,1,NA,"2",0,NA,"sheep"
"245",239,2052,109,11,1,2,4,1,NA,"1",0,NA,"cow"
"246",239,2052,109,11,1,2,4,1,NA,"2",0,NA,"sheep"
"247",239,2053,109,11,1,2,4,1,NA,"1",0,NA,"cow"
"248",239,2053,109,11,1,2,4,1,NA,"2",0,NA,"sheep"
"249",234,2054,38,11,1,2,4,1,NA,"1",0,NA,"cow"
"250",234,2054,38,11,1,2,4,1,NA,"2",0,NA,"sheep"
"251",222,2056,38,11,1,2,4,1,NA,"1",0,NA,"cow"
"252",222,2056,38,11,1,2,4,1,NA,"2",0,NA,"sheep"
"253",218,2057,37,17,5,2,4,1,NA,"1",0,NA,"cow"
"254",218,2057,37,17,5,2,4,1,NA,"2",0,NA,"sheep"
"255",218,2058,38,11,1,2,4,1,NA,"1",0,NA,"cow"
"256",218,2058,38,11,1,2,4,1,NA,"2",0,NA,"sheep"
"257",222,2059,38,11,1,2,4,1,NA,"1",1,1,"cow"
"258",222,2059,38,11,1,2,4,1,NA,"2",0,NA,"sheep"
"259",222,2060,38,11,1,2,4,1,NA,"1",1,1,"cow"
"260",222,2060,38,11,1,2,4,1,NA,"2",0,NA,"sheep"
"261",222,2062,49,11,1,2,4,1,NA,"1",1,1,"cow"
"262",222,2062,49,11,1,2,4,1,NA,"2",0,NA,"sheep"
"263",222,2063,49,11,1,2,4,1,NA,"1",0,NA,"cow"
"264",222,2063,49,11,1,2,4,1,NA,"2",0,NA,"sheep"
"265",234,2064,49,11,1,2,4,1,NA,"1",0,NA,"cow"
"266",234,2064,49,11,1,2,4,1,NA,"2",0,NA,"sheep"
"267",222,2065,49,11,1,2,4,1,NA,"1",0,NA,"cow"
"268",222,2065,49,11,1,2,4,1,NA,"2",0,NA,"sheep"
"269",234,2066,59,11,1,2,4,1,NA,"1",0,NA,"cow"
"270",234,2066,59,11,1,2,4,1,NA,"2",0,NA,"sheep"
"271",225,2067,58,11,1,2,4,1,NA,"1",0,NA,"cow"
"272",225,2067,58,11,1,2,4,1,NA,"2",0,NA,"sheep"
"273",234,2068,58,11,1,2,4,1,NA,"1",0,NA,"cow"
"274",234,2068,58,11,1,2,4,1,NA,"2",0,NA,"sheep"
"275",222,2070,59,11,1,2,4,1,NA,"1",0,NA,"cow"
"276",222,2070,59,11,1,2,4,1,NA,"2",0,NA,"sheep"
"277",231,2071,69,11,1,2,4,0,1,"1",0,NA,"cow"
"278",231,2071,69,11,1,2,4,0,1,"2",0,NA,"sheep"
"279",231,2072,68,1,8,2,4,0,1,"1",0,NA,"cow"
"280",231,2072,68,1,8,2,4,0,1,"2",0,NA,"sheep"
"281",231,2073,69,11,1,2,4,0,1,"1",0,NA,"cow"
"282",231,2073,69,11,1,2,4,0,1,"2",0,NA,"sheep"
"283",231,2074,70,17,5,2,4,0,1,"1",0,NA,"cow"
"284",231,2074,70,17,5,2,4,0,1,"2",0,NA,"sheep"
"285",239,2078,35,24,1,2,4,1,NA,"1",0,NA,"cow"
"286",239,2078,35,24,1,2,4,1,NA,"2",0,NA,"sheep"
"287",239,2080,35,24,1,2,4,1,NA,"1",0,NA,"cow"
"288",239,2080,35,24,1,2,4,1,NA,"2",0,NA,"sheep"
"289",239,2082,5,6,9,1,4,1,NA,"1",0,NA,"cow"
"290",239,2082,5,6,9,1,4,1,NA,"2",0,NA,"sheep"
"291",225,2083,7,11,1,2,4,1,NA,"1",1,1,"cow"
"292",225,2083,7,11,1,2,4,1,NA,"2",0,NA,"sheep"
"293",229,2084,7,11,1,2,4,1,NA,"1",0,NA,"cow"
"294",229,2084,7,11,1,2,4,1,NA,"2",0,NA,"sheep"
"295",239,2085,7,11,1,2,4,1,NA,"1",0,NA,"cow"
"296",239,2085,7,11,1,2,4,1,NA,"2",0,NA,"sheep"
"297",234,2086,7,11,1,2,4,1,NA,"1",0,NA,"cow"
"298",234,2086,7,11,1,2,4,1,NA,"2",0,NA,"sheep"
"299",218,2088,7,11,1,2,4,1,NA,"1",0,NA,"cow"
"300",218,2088,7,11,1,2,4,1,NA,"2",0,NA,"sheep"
"301",231,2089,7,11,1,2,4,1,NA,"1",0,NA,"cow"
"302",231,2089,7,11,1,2,4,1,NA,"2",0,NA,"sheep"
"303",222,2090,6,13,8,2,4,1,NA,"1",0,NA,"cow"
"304",222,2090,6,13,8,2,4,1,NA,"2",0,NA,"sheep"
"305",231,2091,74,24,1,2,4,1,NA,"1",0,NA,"cow"
"306",231,2091,74,24,1,2,4,1,NA,"2",0,NA,"sheep"
"307",234,2092,74,24,1,2,4,1,NA,"1",0,NA,"cow"
"308",234,2092,74,24,1,2,4,1,NA,"2",0,NA,"sheep"
"309",225,2093,75,24,1,2,4,1,NA,"1",0,NA,"cow"
"310",225,2093,75,24,1,2,4,1,NA,"2",0,NA,"sheep"
"311",225,2094,74,24,1,2,4,1,NA,"1",0,NA,"cow"
"312",225,2094,74,24,1,2,4,1,NA,"2",0,NA,"sheep"
"313",222,2095,73,17,5,2,4,1,NA,"1",0,NA,"cow"
"314",222,2095,73,17,5,2,4,1,NA,"2",0,NA,"sheep"
"315",245,2096,93,6,9,1,4,1,NA,"1",0,NA,"cow"
"316",245,2096,93,6,9,1,4,1,NA,"2",0,NA,"sheep"
"317",229,2098,92,24,1,2,4,1,NA,"1",0,NA,"cow"
"318",229,2098,92,24,1,2,4,1,NA,"2",0,NA,"sheep"
"319",231,2100,92,24,1,2,4,1,NA,"1",0,NA,"cow"
"320",231,2100,92,24,1,2,4,1,NA,"2",0,NA,"sheep"
"321",202,2101,30,1,8,2,4,1,NA,"1",0,NA,"cow"
"322",202,2101,30,1,8,2,4,1,NA,"2",1,1,"sheep"
"323",202,2102,31,1,8,2,4,1,NA,"1",1,1,"cow"
"324",202,2102,31,1,8,2,4,1,NA,"2",0,NA,"sheep"
"325",202,2103,31,1,8,2,4,1,NA,"1",1,1,"cow"
"326",202,2103,31,1,8,2,4,1,NA,"2",0,NA,"sheep"
"327",227,2106,24,13,8,2,4,1,NA,"1",0,NA,"cow"
"328",227,2106,24,13,8,2,4,1,NA,"2",0,NA,"sheep"
"329",227,2107,24,13,8,2,4,1,NA,"1",0,NA,"cow"
"330",227,2107,24,13,8,2,4,1,NA,"2",0,NA,"sheep"
"331",227,2108,24,13,8,2,4,1,NA,"1",0,NA,"cow"
"332",227,2108,24,13,8,2,4,1,NA,"2",0,NA,"sheep"
"333",227,2109,25,17,5,2,4,1,NA,"1",0,NA,"cow"
"334",227,2109,25,17,5,2,4,1,NA,"2",0,NA,"sheep"
"335",227,2110,23,13,8,2,4,1,NA,"1",1,1,"cow"
"336",227,2110,23,13,8,2,4,1,NA,"2",0,NA,"sheep"
"337",215,2112,33,13,8,2,4,1,NA,"1",0,NA,"cow"
"338",215,2112,33,13,8,2,4,1,NA,"2",0,NA,"sheep"
"339",214,2113,34,13,8,2,4,1,NA,"1",0,NA,"cow"
"340",214,2113,34,13,8,2,4,1,NA,"2",0,NA,"sheep"
"341",214,2114,34,13,8,2,4,1,NA,"1",0,NA,"cow"
"342",214,2114,34,13,8,2,4,1,NA,"2",0,NA,"sheep"
"343",215,2115,34,13,8,2,4,1,NA,"1",0,NA,"cow"
"344",215,2115,34,13,8,2,4,1,NA,"2",0,NA,"sheep"
"345",205,2116,95,13,8,2,4,1,NA,"1",0,NA,"cow"
"346",205,2116,95,13,8,2,4,1,NA,"2",0,NA,"sheep"
"347",205,2117,95,13,8,2,4,1,NA,"1",0,NA,"cow"
"348",205,2117,95,13,8,2,4,1,NA,"2",0,NA,"sheep"
"349",226,2118,95,13,8,2,4,1,NA,"1",0,NA,"cow"
"350",226,2118,95,13,8,2,4,1,NA,"2",0,NA,"sheep"
"351",226,2120,95,13,8,2,4,1,NA,"1",1,1,"cow"
"352",226,2120,95,13,8,2,4,1,NA,"2",0,NA,"sheep"
"353",40,3001,12,18,6,2,6,1,NA,"1",0,NA,"cow"
"354",40,3001,12,18,6,2,6,1,NA,"2",0,NA,"sheep"
"355",30,3002,12,18,6,2,6,1,NA,"1",0,NA,"cow"
"356",30,3002,12,18,6,2,6,1,NA,"2",0,NA,"sheep"
"357",40,3005,12,18,6,2,6,1,NA,"1",0,NA,"cow"
"358",40,3005,12,18,6,2,6,1,NA,"2",0,NA,"sheep"
"359",26,3006,32,18,6,2,6,1,NA,"1",0,NA,"cow"
"360",26,3006,32,18,6,2,6,1,NA,"2",0,NA,"sheep"
"361",26,3007,32,18,6,2,6,1,NA,"1",1,1,"cow"
"362",26,3007,32,18,6,2,6,1,NA,"2",0,NA,"sheep"
"363",27,3008,32,18,6,2,6,1,NA,"1",0,NA,"cow"
"364",27,3008,32,18,6,2,6,1,NA,"2",0,NA,"sheep"
"365",26,3009,32,18,6,2,6,1,NA,"1",0,NA,"cow"
"366",26,3009,32,18,6,2,6,1,NA,"2",0,NA,"sheep"
"367",5,3011,79,18,6,2,6,1,NA,"1",0,NA,"cow"
"368",5,3011,79,18,6,2,6,1,NA,"2",0,NA,"sheep"
"369",229,3013,79,18,6,2,6,1,NA,"1",1,1,"cow"
"370",229,3013,79,18,6,2,6,1,NA,"2",0,NA,"sheep"
"371",62,3014,79,18,6,2,6,1,NA,"1",0,NA,"cow"
"372",62,3014,79,18,6,2,6,1,NA,"2",0,NA,"sheep"
"373",226,3017,112,3,3,2,6,1,NA,"1",0,NA,"cow"
"374",226,3017,112,3,3,2,6,1,NA,"2",0,NA,"sheep"
"375",215,3018,112,3,3,2,6,1,NA,"1",0,NA,"cow"
"376",215,3018,112,3,3,2,6,1,NA,"2",0,NA,"sheep"
"377",214,3020,112,3,3,2,6,1,NA,"1",0,NA,"cow"
"378",214,3020,112,3,3,2,6,1,NA,"2",0,NA,"sheep"
"379",231,3021,57,10,3,2,6,1,NA,"1",0,NA,"cow"
"380",231,3021,57,10,3,2,6,1,NA,"2",0,NA,"sheep"
